utc_datetime,bid_open,bid_high,bid_low,bid_close
2019-01-01 23:00:00+00:00,109.651,109.687,109.596,109.666
2019-01-02 00:00:00+00:00,109.663,109.714,109.632,109.657
2019-01-02 01:00:00+00:00,109.656,109.666,109.528,109.61
2019-01-02 02:00:00+00:00,109.61,109.66,109.567,109.582
2019-01-02 03:00:00+00:00,109.582,109.597,109.322,109.398
2019-01-02 04:00:00+00:00,109.398,109.413,109.329,109.401
2019-01-02 05:00:00+00:00,109.404,109.413,109.328,109.374
2019-01-02 06:00:00+00:00,109.372,109.41,109.284,109.288
2019-01-02 07:00:00+00:00,109.287,109.288,109.112,109.24
2019-01-02 08:00:00+00:00,109.24,109.328,109.168,109.294
2019-01-02 09:00:00+00:00,109.294,109.308,108.888,108.934
2019-01-02 10:00:00+00:00,108.934,108.962,108.693,108.928
2019-01-02 11:00:00+00:00,108.926,109.085,108.864,109.031
2019-01-02 12:00:00+00:00,109.031,109.16,109.028,109.091
2019-01-02 13:00:00+00:00,109.091,109.266,109.086,109.127
2019-01-02 14:00:00+00:00,109.127,109.18,108.805,109.172
2019-01-02 15:00:00+00:00,109.172,109.342,109.16,109.322
2019-01-02 16:00:00+00:00,109.32,109.376,109.252,109.268
2019-01-02 17:00:00+00:00,109.266,109.341,109.198,109.204
2019-01-02 18:00:00+00:00,109.204,109.448,109.204,109.426
2019-01-02 19:00:00+00:00,109.428,109.44,109.364,109.434
2019-01-02 20:00:00+00:00,109.434,109.434,109.166,109.18
2019-01-02 21:00:00+00:00,109.18,109.186,109.024,109.064
2019-01-02 22:00:00+00:00,109.066,109.109,108.889,108.936
2019-01-02 23:00:00+00:00,108.827,108.835,105.247,106.715
2019-01-03 00:00:00+00:00,106.716,107.857,106.612,107.414
2019-01-03 01:00:00+00:00,107.414,107.841,107.41,107.628
2019-01-03 02:00:00+00:00,107.629,107.791,107.418,107.52
2019-01-03 03:00:00+00:00,107.52,107.534,107.058,107.121
2019-01-03 04:00:00+00:00,107.121,107.19,107.008,107.144
2019-01-03 05:00:00+00:00,107.144,107.272,107.136,107.139
2019-01-03 06:00:00+00:00,107.139,107.148,106.728,106.952
2019-01-03 07:00:00+00:00,106.954,106.961,106.784,106.835
2019-01-03 08:00:00+00:00,106.835,107.658,106.835,107.538
2019-01-03 09:00:00+00:00,107.538,107.942,107.413,107.632
2019-01-03 10:00:00+00:00,107.63,107.832,107.63,107.645
2019-01-03 11:00:00+00:00,107.642,107.666,107.492,107.624
2019-01-03 12:00:00+00:00,107.624,107.664,107.498,107.537
2019-01-03 13:00:00+00:00,107.537,107.698,107.508,107.646
2019-01-03 14:00:00+00:00,107.645,107.984,107.579,107.732
2019-01-03 15:00:00+00:00,107.732,107.952,107.687,107.732
2019-01-03 16:00:00+00:00,107.73,107.93,107.088,107.528
2019-01-03 17:00:00+00:00,107.528,108.294,107.478,108.079
2019-01-03 18:00:00+00:00,108.079,108.096,107.811,108.008
2019-01-03 19:00:00+00:00,108.008,108.014,107.73,107.829
2019-01-03 20:00:00+00:00,107.823,107.877,107.71,107.718
2019-01-03 21:00:00+00:00,107.72,107.762,107.38,107.504
2019-01-03 22:00:00+00:00,107.507,107.58,107.452,107.57
2019-01-03 23:00:00+00:00,107.691,107.695,107.618,107.662
2019-01-04 00:00:00+00:00,107.66,107.952,107.63,107.836
2019-01-04 01:00:00+00:00,107.836,107.923,107.501,107.507
2019-01-04 02:00:00+00:00,107.506,107.934,107.5,107.824
2019-01-04 03:00:00+00:00,107.826,108.18,107.79,108.097
2019-01-04 04:00:00+00:00,108.097,108.43,108.097,108.314
2019-01-04 05:00:00+00:00,108.314,108.419,108.296,108.317
2019-01-04 06:00:00+00:00,108.317,108.36,108.196,108.238
2019-01-04 07:00:00+00:00,108.238,108.268,108.049,108.17
2019-01-04 08:00:00+00:00,108.17,108.217,107.806,107.836
2019-01-04 09:00:00+00:00,107.835,108.028,107.81,108.022
2019-01-04 10:00:00+00:00,108.02,108.024,107.85,108.014
2019-01-04 11:00:00+00:00,108.016,108.048,107.913,107.952
2019-01-04 12:00:00+00:00,107.95,108.002,107.928,107.973
2019-01-04 13:00:00+00:00,107.974,108.04,107.946,107.988
2019-01-04 14:00:00+00:00,107.988,108.462,107.982,108.284
2019-01-04 15:00:00+00:00,108.286,108.573,108.263,108.458
2019-01-04 16:00:00+00:00,108.458,108.467,108.091,108.097
2019-01-04 17:00:00+00:00,108.096,108.335,108.05,108.276
2019-01-04 18:00:00+00:00,108.274,108.558,108.266,108.434
2019-01-04 19:00:00+00:00,108.434,108.572,108.336,108.422
2019-01-04 20:00:00+00:00,108.419,108.542,108.404,108.498
2019-01-04 21:00:00+00:00,108.498,108.507,108.413,108.444
2019-01-04 22:00:00+00:00,108.443,108.443,108.434,108.434
2019-01-06 23:00:00+00:00,108.508,108.546,108.426,108.462
2019-01-07 00:00:00+00:00,108.461,108.609,108.338,108.534
2019-01-07 01:00:00+00:00,108.536,108.588,108.444,108.461
2019-01-07 02:00:00+00:00,108.461,108.525,108.305,108.354
2019-01-07 03:00:00+00:00,108.354,108.376,108.22,108.22
2019-01-07 04:00:00+00:00,108.22,108.254,108.052,108.121
2019-01-07 05:00:00+00:00,108.121,108.288,108.006,108.287
2019-01-07 06:00:00+00:00,108.288,108.299,108.133,108.178
2019-01-07 07:00:00+00:00,108.181,108.245,108.145,108.194
2019-01-07 08:00:00+00:00,108.194,108.258,108.076,108.174
