utc_datetime,bid_open,bid_high,bid_low,bid_close
2016-12-25 22:00:00+00:00,1.04034,1.04325,1.03922,1.042565
2016-12-25 23:00:00+00:00,1.04299,1.043665,1.04192,1.04192
2016-12-26 00:00:00+00:00,1.04243,1.04409,1.04209,1.0427
2016-12-26 01:00:00+00:00,1.04271,1.042965,1.04129,1.04264
2016-12-26 02:00:00+00:00,1.04264,1.043415,1.04181,1.04224
2016-12-26 03:00:00+00:00,1.04224,1.04368,1.042025,1.043545
2016-12-26 04:00:00+00:00,1.043555,1.044945,1.04315,1.04379
2016-12-26 05:00:00+00:00,1.04379,1.044075,1.04341,1.04352
2016-12-26 06:00:00+00:00,1.04352,1.04408,1.042725,1.042985
2016-12-26 07:00:00+00:00,1.042985,1.04363,1.042685,1.04309
2016-12-26 08:00:00+00:00,1.043135,1.043135,1.042575,1.043015
2016-12-26 09:00:00+00:00,1.043015,1.043525,1.03877,1.0435
2016-12-26 10:00:00+00:00,1.043515,1.045525,1.041565,1.043445
2016-12-26 11:00:00+00:00,1.04349,1.04627,1.043435,1.044835
2016-12-26 12:00:00+00:00,1.04478,1.04517,1.041205,1.042385
2016-12-26 13:00:00+00:00,1.042495,1.04275,1.040925,1.041395
2016-12-26 14:00:00+00:00,1.041455,1.041455,1.040925,1.04127
2016-12-26 15:00:00+00:00,1.04126,1.04194,1.040655,1.041025
2016-12-26 16:00:00+00:00,1.040985,1.04163,1.04096,1.04156
2016-12-26 17:00:00+00:00,1.041445,1.042495,1.04127,1.04157
2016-12-26 18:00:00+00:00,1.041695,1.0419,1.03997,1.041405
2016-12-26 19:00:00+00:00,1.041485,1.041985,1.04091,1.041705
2016-12-26 21:00:00+00:00,1.04171,1.04213,1.04171,1.042125
2016-12-26 22:00:00+00:00,1.042135,1.043015,1.04191,1.04191
2016-12-26 23:00:00+00:00,1.04179,1.043065,1.04064,1.041655
2016-12-27 00:00:00+00:00,1.04165,1.043515,1.04165,1.04313
2016-12-27 01:00:00+00:00,1.043125,1.04342,1.04219,1.04227
2016-12-27 02:00:00+00:00,1.04228,1.04278,1.042215,1.04261
2016-12-27 03:00:00+00:00,1.042615,1.04304,1.042365,1.042835
2016-12-27 04:00:00+00:00,1.04284,1.043635,1.042635,1.042835
2016-12-27 05:00:00+00:00,1.042835,1.043475,1.04266,1.04342
2016-12-27 06:00:00+00:00,1.04343,1.04359,1.04324,1.043275
2016-12-27 07:00:00+00:00,1.043265,1.04346,1.043025,1.04322
2016-12-27 08:00:00+00:00,1.043235,1.043235,1.04214,1.042505
2016-12-27 09:00:00+00:00,1.04251,1.04272,1.041955,1.04256
2016-12-27 10:00:00+00:00,1.04256,1.043845,1.042515,1.043815
2016-12-27 11:00:00+00:00,1.043825,1.04389,1.043245,1.04356
2016-12-27 12:00:00+00:00,1.04356,1.04377,1.043335,1.04354
2016-12-27 13:00:00+00:00,1.04354,1.044045,1.043405,1.04378
2016-12-27 14:00:00+00:00,1.043775,1.044285,1.04368,1.04397
2016-12-27 15:00:00+00:00,1.043965,1.04414,1.043085,1.04325
2016-12-27 16:00:00+00:00,1.043245,1.04372,1.042855,1.043405
2016-12-27 17:00:00+00:00,1.0434,1.043695,1.043065,1.043475
2016-12-27 18:00:00+00:00,1.04348,1.043685,1.04315,1.043485
2016-12-27 19:00:00+00:00,1.043495,1.043775,1.04295,1.04316
2016-12-27 20:00:00+00:00,1.04316,1.043405,1.04273,1.04291
2016-12-27 21:00:00+00:00,1.04289,1.04314,1.042815,1.043045
2016-12-27 22:00:00+00:00,1.043035,1.04368,0.0,1.04368
2016-12-27 23:00:00+00:00,1.042795,1.04398,1.04223,1.04229
2016-12-28 00:00:00+00:00,1.042295,1.04279,1.041975,1.042575
2016-12-28 01:00:00+00:00,1.042585,1.042865,1.04215,1.042545
2016-12-28 02:00:00+00:00,1.04253,1.04361,1.04216,1.043195
2016-12-28 03:00:00+00:00,1.043205,1.04325,1.039805,1.04077
2016-12-28 04:00:00+00:00,1.040775,1.041635,1.04047,1.041365
2016-12-28 05:00:00+00:00,1.041375,1.041545,1.04086,1.04092
2016-12-28 06:00:00+00:00,1.04092,1.04211,1.040855,1.041995
2016-12-28 07:00:00+00:00,1.04199,1.042565,1.04175,1.042455
2016-12-28 08:00:00+00:00,1.04246,1.04247,1.040645,1.040785
2016-12-28 09:00:00+00:00,1.0408,1.040895,1.039245,1.039325
2016-12-28 10:00:00+00:00,1.03932,1.040015,1.03879,1.03891
2016-12-28 11:00:00+00:00,1.03891,1.039415,1.0387,1.038805
2016-12-28 12:00:00+00:00,1.0388,1.03894,1.03844,1.03857
2016-12-28 13:00:00+00:00,1.03857,1.038785,1.03828,1.03833
2016-12-28 14:00:00+00:00,1.038325,1.038995,1.038115,1.03867
2016-12-28 15:00:00+00:00,1.038655,1.039595,1.038,1.03893
2016-12-28 16:00:00+00:00,1.038935,1.039405,1.0374,1.03784
2016-12-28 17:00:00+00:00,1.03785,1.04008,1.03768,1.039825
2016-12-28 18:00:00+00:00,1.03983,1.04,1.038865,1.038875
2016-12-28 19:00:00+00:00,1.03886,1.0395,1.03805,1.038185
2016-12-28 20:00:00+00:00,1.038135,1.038615,1.037665,1.037765
2016-12-28 21:00:00+00:00,1.03776,1.03801,1.03695,1.037825
2016-12-28 22:00:00+00:00,1.037815,1.037885,0.0,1.037095
2016-12-28 23:00:00+00:00,1.036955,1.038835,1.03486,1.03683
2016-12-29 00:00:00+00:00,1.036835,1.03782,1.036545,1.0373
2016-12-29 01:00:00+00:00,1.03729,1.038675,1.0371,1.038675
2016-12-29 02:00:00+00:00,1.03867,1.03923,1.03805,1.03923
2016-12-29 03:00:00+00:00,1.039235,1.04022,1.03885,1.039895
2016-12-29 04:00:00+00:00,1.03989,1.039985,1.03874,1.039145
2016-12-29 05:00:00+00:00,1.03914,1.039815,1.038515,1.038825
2016-12-29 06:00:00+00:00,1.038835,1.03927,1.03812,1.03817
2016-12-29 07:00:00+00:00,1.038185,1.03855,1.038025,1.038185
2016-12-29 08:00:00+00:00,1.038185,1.03837,1.03765,1.0377
2016-12-29 09:00:00+00:00,1.037705,1.038025,1.036935,1.0376
2016-12-29 10:00:00+00:00,1.037595,1.038025,1.0357,1.03614
2016-12-29 11:00:00+00:00,1.036135,1.036825,1.036,1.03645
2016-12-29 12:00:00+00:00,1.03645,1.037885,1.03612,1.03769
2016-12-29 13:00:00+00:00,1.03769,1.037795,1.03715,1.03716
2016-12-29 14:00:00+00:00,1.037165,1.03746,1.036655,1.03676
2016-12-29 15:00:00+00:00,1.03676,1.037145,1.03609,1.036995
2016-12-29 16:00:00+00:00,1.03699,1.038435,1.03675,1.03791
2016-12-29 17:00:00+00:00,1.0379,1.038685,1.037455,1.03762
2016-12-29 18:00:00+00:00,1.03761,1.03772,1.036405,1.036845
2016-12-29 19:00:00+00:00,1.036855,1.039545,1.03666,1.03705
2016-12-29 20:00:00+00:00,1.03705,1.03729,1.03625,1.036365
2016-12-29 21:00:00+00:00,1.03638,1.03678,1.035915,1.036615
2016-12-29 22:00:00+00:00,1.03661,1.03773,0.0,1.03673
2016-12-29 23:00:00+00:00,1.03636,1.037445,1.03572,1.037075
2016-12-30 00:00:00+00:00,1.037075,1.03843,1.03649,1.03839
2016-12-30 01:00:00+00:00,1.03839,1.039485,1.038105,1.0394
2016-12-30 02:00:00+00:00,1.039415,1.03989,1.038725,1.03919
2016-12-30 03:00:00+00:00,1.03919,1.03967,1.038755,1.03893
2016-12-30 04:00:00+00:00,1.03894,1.039375,1.03854,1.039005
2016-12-30 05:00:00+00:00,1.03901,1.03947,1.038725,1.039455
2016-12-30 06:00:00+00:00,1.03945,1.039865,1.03907,1.039175
2016-12-30 07:00:00+00:00,1.03917,1.03977,1.038885,1.03967
2016-12-30 08:00:00+00:00,1.039675,1.03996,1.039265,1.039565
2016-12-30 09:00:00+00:00,1.039575,1.039655,1.038365,1.03862
2016-12-30 10:00:00+00:00,1.038615,1.03901,1.038125,1.03842
2016-12-30 11:00:00+00:00,1.038415,1.03939,1.038405,1.03892
2016-12-30 12:00:00+00:00,1.038905,1.039085,1.0373,1.03766
2016-12-30 13:00:00+00:00,1.03767,1.038725,1.037365,1.038665
2016-12-30 14:00:00+00:00,1.038675,1.03891,1.0383,1.038725
2016-12-30 15:00:00+00:00,1.038725,1.039935,1.038645,1.03934
2016-12-30 16:00:00+00:00,1.039345,1.03938,1.037595,1.03844
2016-12-30 17:00:00+00:00,1.038435,1.03919,1.037905,1.03906
2016-12-30 18:00:00+00:00,1.03906,1.0398,1.03866,1.03971
2016-12-30 19:00:00+00:00,1.0397,1.03972,1.03827,1.03916
2016-12-30 20:00:00+00:00,1.039155,1.03917,1.038535,1.0386
2016-12-30 21:00:00+00:00,1.038605,1.03881,1.03823,1.03873
2016-12-30 22:00:00+00:00,1.038725,1.039035,0.0,1.038945
2017-01-02 22:00:00+00:00,1.03668,1.038965,1.035805,1.037515
2017-01-02 23:00:00+00:00,1.037535,1.039545,1.037065,1.038775
2017-01-03 00:00:00+00:00,1.0388,1.039405,1.038155,1.038375
2017-01-03 01:00:00+00:00,1.03838,1.038665,1.03698,1.036985
2017-01-03 02:00:00+00:00,1.036975,1.03871,1.03561,1.038565
2017-01-03 03:00:00+00:00,1.038575,1.03912,1.037825,1.03842
2017-01-03 04:00:00+00:00,1.03842,1.039755,1.03831,1.038475
