utc_datetime,bid_open,bid_high,bid_low,bid_close
2015-01-02 00:00:00+00:00,119.748,119.947,119.735,119.874
2015-01-03 00:00:00+00:00,119.874,120.72,119.804,120.453
2015-01-05 00:00:00+00:00,120.526,120.617,120.331,120.381
2015-01-06 00:00:00+00:00,120.382,120.625,119.253,119.408
2015-01-07 00:00:00+00:00,119.407,119.487,118.045,118.647
2015-01-08 00:00:00+00:00,118.646,119.629,118.628,119.267
2015-01-09 00:00:00+00:00,119.267,119.946,119.145,119.783
2015-01-10 00:00:00+00:00,119.784,119.831,118.41,118.554
2015-01-12 00:00:00+00:00,118.313,118.413,118.115,118.217
2015-01-13 00:00:00+00:00,118.217,119.298,118.093,118.325
2015-01-14 00:00:00+00:00,118.323,118.833,117.529,117.797
2015-01-15 00:00:00+00:00,117.802,117.906,116.053,117.42
2015-01-16 00:00:00+00:00,117.417,117.932,115.882,116.124
2015-01-17 00:00:00+00:00,116.125,117.75,115.84,117.604
2015-01-19 00:00:00+00:00,117.447,117.601,117.355,117.58
2015-01-20 00:00:00+00:00,117.58,117.808,116.91,117.729
2015-01-21 00:00:00+00:00,117.729,118.844,117.682,118.646
2015-01-22 00:00:00+00:00,118.645,118.745,117.173,117.84
2015-01-23 00:00:00+00:00,117.836,118.8,117.241,118.698
2015-01-24 00:00:00+00:00,118.698,118.719,117.53,117.81
2015-01-26 00:00:00+00:00,117.49,117.723,117.252,117.409
2015-01-27 00:00:00+00:00,117.408,118.6,117.362,118.506
2015-01-28 00:00:00+00:00,118.507,118.644,117.319,117.769
2015-01-29 00:00:00+00:00,117.769,118.241,117.244,117.569
2015-01-30 00:00:00+00:00,117.569,118.472,117.536,118.258
2015-01-31 00:00:00+00:00,118.257,118.274,117.289,117.402
2015-02-02 00:00:00+00:00,116.967,117.238,116.956,117.179
2015-02-03 00:00:00+00:00,117.178,117.855,117.108,117.58
2015-02-04 00:00:00+00:00,117.58,117.725,116.862,117.641
2015-02-05 00:00:00+00:00,117.64,117.984,117.063,117.286
2015-02-06 00:00:00+00:00,117.286,117.578,117.014,117.515
2015-02-07 00:00:00+00:00,117.52,119.202,117.152,118.83
2015-02-09 00:00:00+00:00,119.016,119.079,118.883,118.947
2015-02-10 00:00:00+00:00,118.947,119.028,118.322,118.579
2015-02-11 00:00:00+00:00,118.579,119.597,118.389,119.346
2015-02-12 00:00:00+00:00,119.346,120.458,119.271,120.188
2015-02-13 00:00:00+00:00,120.189,120.353,118.501,118.915
2015-02-14 00:00:00+00:00,118.915,119.177,118.393,118.747
