utc_datetime,JP_stockindex_1,JP_stockindex_2,JP_bond_1,JP_bond_2,JP_bond_3,JP_rates_1,JP_rates_2,JP_rates_3,JP_currency_1,JP_currency_2,JP_currency_3,JP_currency_4,JP_currency_5,JP_currency_6
2019-01-02 00:00:00+00:00,-0.04348402235303739,0.19769052173088042,0.2929695692575025,0.07834209839497093,-0.026600111721047863,1.1551457955444764,-0.3097561841039939,-0.06985140965099888,-0.11332457597785303,0.1552903854004934,0.009371025919265879,-0.01906801189402467,0.043100801551710165,-0.05775559095766887
2019-01-03 00:00:00+00:00,-0.028132194735950605,0.017709256853407334,0.04512408336418201,0.07172838731728484,-0.020142450951575054,0.1281120466754065,0.15825993693188017,0.008851565094098762,0.1368546883043908,0.06196100836832233,0.07696059246943904,0.007007092762818779,0.000951360646010092,-0.012459578099643365
2019-01-04 00:00:00+00:00,-0.17728389508979886,-0.0028024699344368817,0.1184652534316937,0.024327262053099596,0.005928281245347192,0.019869146784021106,0.0904496684187715,0.0875314350612247,0.08544139713634007,0.04324042299391239,0.05994737693968897,0.027736883030237185,-0.01925770881770728,0.022617200404994542
2019-01-05 00:00:00+00:00,-0.3153727563956766,0.009227314205893062,-0.040770500311255294,0.11662363883480922,-0.026503331153676157,-0.12901672881224943,-0.06154035992242838,-0.007566888342550177,0.05621199810189205,0.06922730903836387,0.036922571911886304,0.002217358851586628,-0.017046101799457283,0.025396661755069147
2019-01-07 00:00:00+00:00,-0.19473601323435305,0.0583913245207062,-0.015666464196736264,0.08705707038776622,-0.029417656829209753,0.3210809286845319,-0.04578910698417221,-0.021378460619400925,0.15849141310474194,-0.05493242995350165,0.06995812163116519,-0.005411532626669643,-0.020447912451218048,0.07362498976111395
2019-01-08 00:00:00+00:00,0.19764511742643492,-0.07006611467013252,-0.28678133358997454,0.05877828513040612,-0.034168570579613936,0.022281817374610498,-0.005735414362546001,0.03056834389982422,0.003740419678556364,-0.055353744460284446,0.012993877094641006,-0.012447474704631915,-0.02264721935298711,0.03172594164118457
2019-01-09 00:00:00+00:00,0.32890554686880347,-0.04071364326780067,0.21237173252611502,0.050369406307276786,-0.031545131181570436,0.2003584653825436,-0.10717108639378393,-0.03553618592885313,-0.1296048958401123,0.017819221433655687,-0.016171607357634038,0.00930187673781037,-0.010679114615704262,0.026607295325600643
2019-01-10 00:00:00+00:00,0.20002842283835906,-0.009638842358164116,0.12361439632913418,-0.014382589463230002,0.03788390668660086,-0.09774366140247996,-0.05428702571661729,-0.01747003318885844,0.0010670219722719353,-0.039846921112748956,0.011608626205301611,-0.0357091786154239,-0.01339022429174726,0.04031229247966416
2019-01-11 00:00:00+00:00,-0.3202897886179145,0.01758624550548298,0.1524146411084394,0.05206570406253294,0.05231853776887339,-0.04119301721017938,-0.0900529075097386,-0.015157137098878233,0.016439914387098346,0.18085686727925107,0.0015094519137480618,-0.0020908016021944226,0.022429878063458888,0.016661051685268765
2019-01-12 00:00:00+00:00,0.25853671745383067,-0.016370534605159432,0.3332649889284316,-0.11468509240932595,0.03171046863946032,0.06071818818975584,-0.10561393502652718,-0.01049218982788608,-0.04096854828200059,-0.03194980867471546,0.06166323780922573,-0.02119936533941916,-0.023652592038003427,-0.001337833687236276
