utc_datetime,buzz,sentiment,optimism,joy,lovehate,trust,anger,conflict,fear,gloom,stress,violence,surprise,timeurgency,uncertainty,emotionvsfact,marketrisk,longshort,longshortfrcst,pricedirection,priceforecast,volatility,carrytrade,curpeginstablty,pricemomentum
2019-01-12 12:00:00+00:00,663.7,-0.0588,-0.0241,0.0151,0.0121,0.0008,0.0075,-0.0008,0.0015,0.0497,0.0738,0.0211,0.0045,0.0,0.009,0.3349,0.0305,0.0015,0.0,0.0362,0.0045,0.0124,0.0,0.0,0.0166
2019-01-12 18:00:00+00:00,511.4,-0.1584,-0.0411,0.0,0.0,-0.0024,0.0039,0.0313,0.0,0.0411,0.0831,0.0215,0.0088,0.0049,0.0117,0.3864,0.0122,0.0078,0.002,-0.0039,0.002,0.0242,0.0,0.0,0.0059
2019-01-13 00:00:00+00:00,418.6,-0.1039,0.0108,0.006,-0.0,0.0102,0.0096,0.0012,0.0024,0.0275,0.0573,0.0227,0.0072,0.0227,0.0072,0.3521,0.0406,0.0024,-0.0024,-0.0299,0.0012,0.0265,0.0,0.0,0.0024
2019-01-13 06:00:00+00:00,366.5,0.0859,0.03,0.0164,0.0136,0.0055,0.0,-0.0136,0.0,0.0232,0.0805,0.0409,0.0,-0.0082,0.0205,0.3806,0.0607,0.0082,0.0,0.0314,-0.0027,0.0491,0.0,0.0,0.0109
2019-01-13 12:00:00+00:00,629.3,-0.1033,-0.0652,0.0016,0.0032,0.0026,0.004,0.0103,0.0016,0.0493,0.0659,0.0286,0.0064,0.0079,0.0238,0.2109,0.0191,-0.0159,0.0016,0.0119,0.0016,0.0307,0.0,0.0,0.0032
2019-01-13 18:00:00+00:00,1033.2,-0.046,-0.0116,0.0058,0.0068,-0.0052,0.0029,0.0106,0.0024,0.0174,0.0673,0.03,0.0077,0.0232,0.016,0.2723,0.0455,-0.0131,0.0019,0.0348,0.001,0.0229,0.0,0.001,-0.0039
2019-01-14 00:00:00+00:00,768.1,-0.0072,-0.0137,0.0117,0.0039,-0.0007,0.0033,-0.0013,0.0078,0.0234,0.0762,0.0325,0.0039,0.0234,0.0215,0.1928,0.0439,-0.026,0.0007,0.0586,-0.0039,0.0298,0.0,0.0,0.026
2019-01-14 06:00:00+00:00,1938.9,-0.0474,-0.0168,0.0064,0.0005,0.0033,0.0018,-0.0188,0.0057,0.0204,0.0511,0.0113,0.0036,0.0005,0.0178,0.1955,0.0449,-0.0003,-0.0005,0.0199,0.0054,0.033,0.0,0.0005,0.0157
2019-01-14 12:00:00+00:00,2176.9,-0.0783,-0.0062,0.0053,-0.0011,0.0063,0.0018,-0.009,0.0014,0.0264,0.057,0.0096,0.0018,0.0152,0.0211,0.2628,0.0366,0.0064,0.0005,-0.0064,-0.0007,0.0328,0.0,0.0,0.0181
2019-01-14 18:00:00+00:00,2550.8,-0.1031,-0.0204,0.0004,0.0027,0.002,0.0012,0.0014,0.0069,0.0276,0.0496,0.0147,0.0039,-0.0016,0.0184,0.2402,0.0251,0.0027,-0.0012,-0.0218,-0.0008,0.0268,0.0,0.0,0.0
2019-01-15 00:00:00+00:00,1728.2,-0.0573,0.0029,0.0026,0.0006,0.0047,0.0017,-0.0003,0.0075,0.0226,0.0579,0.0385,0.0055,-0.0009,0.0107,0.2215,0.0295,-0.0023,-0.0012,0.0049,-0.0023,0.0343,0.0012,0.0,0.0049
2019-01-15 06:00:00+00:00,1901.1,-0.1005,-0.0266,0.0011,-0.0168,0.0057,0.0168,0.0087,0.01,0.0239,0.0437,0.0289,0.0016,0.0053,0.0071,0.2737,0.0085,-0.0053,0.0,-0.0124,-0.0037,0.0308,0.0,0.0005,0.0045
2019-01-15 12:00:00+00:00,2626.6,-0.0938,-0.0053,0.0011,-0.0008,0.0014,0.0027,0.0126,0.0049,0.0131,0.0558,0.0206,0.0036,-0.001,0.0103,0.2424,0.0385,0.0025,-0.0008,0.0152,0.0069,0.0268,0.0,0.0,0.0114
2019-01-15 18:00:00+00:00,2872.6,-0.0122,0.0071,0.0012,0.0017,0.001,0.0014,0.0073,0.0042,0.0265,0.0547,0.032,0.0014,0.0031,0.0127,0.2467,0.038,0.0012,-0.0017,0.0178,0.003,0.0366,0.0,0.0,0.0049
2019-01-16 00:00:00+00:00,1876.2,-0.0272,-0.0256,0.0048,0.0051,-0.0073,0.0021,0.0053,0.0027,0.0229,0.044,0.0176,0.0048,-0.0008,0.0091,0.2321,0.0458,0.0003,0.0,0.0187,-0.0024,0.0368,0.0,0.0,0.0051
2019-01-16 06:00:00+00:00,1862.5,-0.0572,-0.0099,0.0005,0.0064,0.0063,0.0016,0.0038,0.0107,0.0268,0.0459,0.0145,0.003,-0.0097,0.0193,0.2319,0.0299,-0.0019,0.0016,0.0078,0.0075,0.0258,0.0,0.0,-0.0003
2019-01-16 12:00:00+00:00,2000.7,-0.1539,-0.0162,0.0017,0.0015,0.0012,0.003,0.0365,0.0125,0.056,0.0687,0.012,0.0025,0.0027,0.0095,0.4055,0.0146,0.0012,-0.0005,-0.024,0.0,0.0258,0.0005,0.0,0.003
2019-01-16 18:00:00+00:00,3489.8,0.0021,-0.0281,0.0069,0.0017,-0.0195,0.0003,0.0097,0.0006,0.0344,0.034,0.0075,0.0009,0.0067,0.0092,0.3088,0.0257,0.0064,0.0003,0.0302,-0.0106,0.0237,0.0,0.0,0.0113
2019-01-17 00:00:00+00:00,1543.9,-0.08,-0.0554,0.0039,-0.0006,-0.0026,0.001,-0.0058,0.0078,0.0366,0.0525,0.011,0.0,0.0006,0.0155,0.2923,0.0296,0.0078,-0.0,0.012,-0.0104,0.0183,0.0,0.0,0.0065
2019-01-17 06:00:00+00:00,1967.4,-0.0086,-0.0305,0.0008,0.002,0.0171,0.0005,-0.0145,0.0061,0.0158,0.0468,0.0097,0.0025,-0.0023,0.0102,0.2283,0.0374,-0.0005,-0.0015,0.047,-0.0015,0.0365,0.0,0.0,0.0074
2019-01-17 12:00:00+00:00,1991.1,-0.0234,-0.0075,0.0003,-0.001,0.0039,0.004,0.0118,0.0035,0.0201,0.0537,0.0236,0.003,-0.0093,0.0151,0.2293,0.0379,-0.0028,-0.0028,0.0442,0.0075,0.0396,0.0,0.003,0.0133
2019-01-17 18:00:00+00:00,2650.2,0.0172,-0.0072,0.0045,-0.0008,-0.0003,0.0045,-0.003,0.0032,0.0285,0.0438,0.0128,0.0019,-0.0051,0.007,0.2749,0.0412,0.0034,-0.0019,0.0515,0.0034,0.0296,0.0,0.0091,0.0077
2019-01-18 00:00:00+00:00,1705.9,-0.0188,0.0082,0.0012,0.0006,0.0017,0.0,0.0032,0.0029,0.0111,0.0393,0.017,0.0018,-0.0035,0.0176,0.164,0.066,0.0164,0.0012,0.0742,0.0138,0.0432,0.0,0.0,0.0062
2019-01-18 06:00:00+00:00,1658.3,0.0449,0.003,0.0066,-0.0012,0.0024,0.0018,0.0042,0.0006,0.0148,0.0359,0.0115,0.0042,-0.0109,0.0178,0.2021,0.0669,0.0084,0.0036,0.0989,0.0042,0.0563,0.0,0.0,0.0106
2019-01-18 12:00:00+00:00,1915.6,0.0561,-0.0112,0.0037,0.0013,0.0072,0.0008,-0.0107,0.0016,0.0133,0.048,0.0144,0.0031,-0.0065,0.0331,0.1574,0.0565,0.0013,-0.0005,0.0814,-0.0018,0.0428,0.0,0.0,0.0065
2019-01-18 18:00:00+00:00,2688.7,-0.0166,0.0152,0.0052,0.0,0.0013,0.0022,0.0125,0.0026,0.0169,0.051,0.0186,0.0037,0.0199,0.0461,0.2933,0.0547,0.0182,0.0048,0.0532,0.0046,0.0255,0.0,0.0,0.0132
2019-01-19 00:00:00+00:00,1459.4,0.0082,0.0137,0.0151,0.0034,0.0087,0.0,0.0192,0.0055,0.013,0.0483,0.0188,0.0007,-0.0027,0.0274,0.3163,0.0649,0.0116,0.0007,0.1254,0.0062,0.0345,0.0,0.0123,0.0147
2019-01-19 06:00:00+00:00,411.9,0.0291,0.0801,0.0024,0.0073,0.0049,0.0049,-0.0049,0.0024,0.0558,0.0583,0.0073,0.0073,0.017,0.0121,0.3863,0.0856,0.0146,0.0024,0.0886,0.0146,0.0192,0.0,0.0121,0.0134
2019-01-19 12:00:00+00:00,681.2,-0.055,0.0095,0.0066,0.0,0.0055,0.0015,0.0147,0.0,0.0213,0.1108,0.036,0.0029,0.0242,0.0338,0.3824,0.0365,0.0132,-0.0029,0.055,0.0081,0.0213,0.0,0.0,0.0095
2019-01-19 18:00:00+00:00,419.4,-0.0978,-0.1228,0.0024,0.0,-0.0,0.0048,-0.006,0.0024,0.1073,0.0954,0.0286,0.0,0.0024,0.0191,0.2923,0.0238,-0.0286,-0.0262,0.0513,0.0107,0.0248,0.0,0.0,0.0024
2019-01-20 00:00:00+00:00,627.5,-0.0614,-0.0191,0.0159,0.0,0.0004,0.0032,0.0024,0.0032,0.0462,0.0645,0.0271,0.008,0.0199,0.0159,0.2719,0.031,-0.0112,-0.0016,0.0223,0.0048,0.0453,0.0,0.0096,0.0096
2019-01-20 06:00:00+00:00,425.7,-0.0106,-0.0106,0.0129,0.0023,0.0035,0.0047,0.0094,0.0047,0.0305,0.0458,0.0188,0.0117,0.0117,0.0223,0.2624,0.0281,-0.0047,0.0,0.0176,0.0164,0.0324,0.0,0.0,0.007
2019-01-20 12:00:00+00:00,309.3,0.0711,0.0323,0.0,0.0,-0.004,0.0065,0.0048,0.0016,0.0291,0.0695,0.0291,0.0065,0.0194,0.021,0.3029,0.0445,-0.0,0.0032,0.0614,0.0194,0.0511,0.0,0.0,0.0194
2019-01-20 18:00:00+00:00,471.8,-0.107,-0.0424,0.0,-0.0021,0.0037,0.0042,0.0064,0.0021,0.0424,0.0668,0.0064,0.0021,0.0053,0.0223,0.2859,0.05,-0.0286,0.0021,0.0721,0.018,0.0182,0.0,0.0,0.0106
2019-01-21 00:00:00+00:00,1031.8,0.0228,-0.0087,0.0087,0.0048,-0.0027,0.001,0.0015,0.001,0.0339,0.0761,0.0262,0.0015,0.0039,0.0407,0.2561,0.0383,-0.0029,-0.0019,0.0557,0.0063,0.0357,0.0,0.0,0.0107
2019-01-21 06:00:00+00:00,1747.7,0.0315,-0.0023,0.0011,0.0017,0.0013,0.0017,-0.0089,0.0003,0.0169,0.0475,0.0114,0.0017,-0.0306,0.0157,0.0634,0.0548,0.0083,0.0017,0.0472,0.0023,0.0599,0.0,0.0,0.0023
2019-01-21 12:00:00+00:00,1975.0,0.0453,0.0159,0.0066,0.0116,0.0044,0.0,-0.0127,0.001,0.021,0.0397,0.0147,0.0023,-0.0091,0.0223,0.199,0.0513,0.0041,0.002,0.0233,-0.0005,0.0565,0.0,0.0,0.018
2019-01-21 18:00:00+00:00,2777.3,-0.0038,-0.0041,0.0054,0.0014,-0.0006,0.0016,-0.0004,0.0025,0.0241,0.0454,0.0151,0.0018,-0.0108,0.0155,0.2126,0.0435,0.0029,0.0014,0.0304,0.0032,0.0305,0.0,0.0011,0.0131
2019-01-22 00:00:00+00:00,1189.2,0.0336,0.0349,0.0067,0.0235,-0.0002,0.0017,-0.0135,0.0034,0.0172,0.0458,0.0092,0.0,-0.008,0.0202,0.3204,0.0278,0.0025,0.0008,0.0084,0.0059,0.0277,0.0,0.0008,0.0097
2019-01-22 06:00:00+00:00,1713.5,0.0044,0.0023,0.0023,0.0012,0.0069,0.0012,-0.0239,0.0105,0.0181,0.0511,0.0181,0.0032,-0.0143,0.0213,0.2142,0.032,-0.0079,0.0009,0.0058,-0.0035,0.0429,0.0,0.0,0.0044
2019-01-22 12:00:00+00:00,2163.3,0.0231,-0.0146,0.0023,0.0005,0.0009,0.0014,-0.0102,0.0116,0.0192,0.073,0.0058,0.0018,0.0035,0.0224,0.2251,0.0498,-0.003,-0.0016,0.0481,0.0122,0.0395,0.0,-0.0009,0.0099
2019-01-22 18:00:00+00:00,2828.6,-0.015,-0.0154,0.0042,0.0,-0.0008,0.0032,0.014,0.0071,0.026,0.0629,0.0141,0.006,0.0034,0.0207,0.252,0.0526,0.0027,-0.0007,0.0583,0.0041,0.032,0.0,-0.0007,0.0046
2019-01-23 00:00:00+00:00,2123.7,-0.0704,-0.0381,0.0019,0.0009,-0.0006,0.0014,0.0045,0.0193,0.028,0.0589,0.0212,0.0052,0.008,0.0118,0.2762,0.0069,0.0066,0.0,-0.0054,-0.0092,0.0193,0.0,0.0,-0.0042
2019-01-23 06:00:00+00:00,1621.6,-0.0176,-0.0167,0.0019,0.0019,0.0031,0.0019,-0.0062,0.0105,0.0222,0.0373,0.0117,0.0012,0.0022,0.0179,0.1507,0.0452,-0.0086,0.0012,0.0595,0.0031,0.0315,0.0,0.0003,0.0352
2019-01-23 12:00:00+00:00,2087.3,-0.0067,0.0005,0.0019,0.0005,0.0021,0.0005,0.0115,0.0053,0.0321,0.0429,0.0132,0.005,-0.006,0.0105,0.1366,0.045,0.0019,0.0038,0.0402,0.0103,0.0447,0.0005,0.0,0.0062
2019-01-23 18:00:00+00:00,3653.7,-0.0671,-0.0008,0.0057,0.0003,0.005,0.0008,0.0092,0.0075,0.0313,0.0669,0.0192,0.0008,0.0137,0.0216,0.2883,0.0342,-0.007,0.0003,0.0211,-0.0001,0.0236,0.0,-0.0003,-0.0001
2019-01-24 00:00:00+00:00,1463.8,-0.0864,-0.0284,0.0007,-0.0007,0.0023,0.0014,-0.0161,0.0048,0.0424,0.0502,0.0208,0.0,0.0038,0.0232,0.2257,0.0331,0.0038,-0.0007,0.0232,-0.0051,0.0373,0.0,0.0,0.0034
2019-01-24 06:00:00+00:00,1753.4,-0.0836,-0.0411,0.004,0.0017,0.0063,0.0011,-0.0103,0.0071,0.022,0.059,0.0194,0.0029,0.0006,0.0214,0.2662,0.0277,-0.0165,-0.0,0.0051,0.012,0.0283,0.0,0.0,-0.002
2019-01-24 12:00:00+00:00,2722.1,-0.049,-0.0079,0.0022,0.0007,0.0049,0.0004,-0.0073,0.0084,0.0187,0.0474,0.011,0.0006,-0.0097,0.0165,0.2285,0.0391,0.0099,0.0022,0.0327,0.0107,0.0314,0.0,-0.0004,0.0042
2019-01-24 18:00:00+00:00,3052.9,0.0265,-0.0169,0.002,-0.0013,0.0022,0.0033,0.0088,0.002,0.0242,0.059,0.0183,0.0016,0.0116,0.0183,0.2413,0.06,-0.0003,-0.0023,0.0568,0.0033,0.0289,0.0,0.0,0.0069
