utc_datetime,US_stockindex_1,US_stockindex_2,US_bond_1,US_bond_2,US_bond_3,US_rates_1,US_rates_2,US_currency_1,US_currency_2,US_currency_3,US_currency_4,US_currency_5,US_currency_6
2019-01-02 00:00:00+00:00,0.04864705884149581,-0.02103308210217147,-0.09612122264011687,0.02727424536374496,0.00938004361041239,0.21879193638106853,-0.004919017522432437,0.09007272678984214,-0.06888657254961754,0.02086887841833336,-0.006185047401323262,0.0015970611395941907,-0.0281004522839909
2019-01-03 00:00:00+00:00,0.16717061677948652,-0.005395601491445386,0.05354963813139254,0.02222320938521936,-0.003462904389235138,-0.09042727537699405,-0.007806314809875214,-0.08120036442542973,-0.004405370837727851,-0.000937760718508222,0.013128278277680714,-0.0041231838525868396,-0.006662163824686944
2019-01-04 00:00:00+00:00,0.13919213494429367,0.024592831814692705,0.06457444533328653,0.03575717936641655,-0.022295767643981664,-0.08349862547230563,-0.03742905389489647,-0.10034583112866233,-0.007635291008708008,-0.018160994482972398,0.019769114010832336,-0.0009699773899379346,-0.00020907639500577396
2019-01-05 00:00:00+00:00,-0.0600735180681162,0.007104441440859966,-0.044305160797390324,0.0466832999436396,0.000493050495694909,-0.15188825609676007,-0.05727845198268528,-0.04613171732361972,0.022132408278402488,0.01029096725569385,0.022165186968776764,-0.00581885467791141,0.006829474230737714
2019-01-07 00:00:00+00:00,-0.05786871140027846,0.01293158706182545,-0.031120448410015576,0.007069782187715741,0.004187924308389204,-0.04763586878263349,-0.08326198853229168,-0.003947088841131423,0.043313929677556366,-0.0030773729053466168,-0.010420836846397927,-0.018993090059867126,-0.001992305804425701
2019-01-08 00:00:00+00:00,-0.16765248374467218,0.03408794883133898,0.08225776418621399,0.0007632241722669775,-0.00402355959837687,0.0023154445944730986,-0.09313511558928936,-0.06579610887560429,0.0006952826486740946,-0.00487962064468295,-0.003377110824775918,-0.009763451139375075,-0.005446037477907044
2019-01-09 00:00:00+00:00,-0.21736045761189635,-0.009051875123283058,0.038611105033398145,0.004249778567358718,-0.010039967300564919,0.19148636625034945,0.004686618830542495,-0.011242109639068583,0.0181797736235979,0.017104643478879102,0.0012760358112200569,-0.012114690954380685,-0.0035631209864726648
2019-01-10 00:00:00+00:00,-0.18336037083643186,-0.0034643918792576795,0.013264946785380595,-0.019464521739270726,-0.008071112925054396,-0.06604836958484137,-0.046359737281338395,-0.01002755684940032,-0.015400528335422126,-0.011728528741622791,-0.01028489133264675,-0.008812817629442493,-0.0007815596310144076
2019-01-11 00:00:00+00:00,-0.07842204749694702,0.01727296109586467,-0.04086206517042778,0.0012574129224528954,-0.003806013031870991,-0.04789949931200219,-0.0626792083453198,-0.037448453832505474,0.003214908755956901,0.0073855850155969995,0.01092878487515643,-0.01430312696532398,-0.007076784949794234
2019-01-12 00:00:00+00:00,-0.03566999772695692,0.03266699318545172,0.021549967103941386,-0.008134537888375636,-0.003558062941989083,-0.06269886084795874,-0.08542549318366424,0.014193814673634971,-0.04349580603297465,0.00845673737717216,0.007821960253399532,-0.008308343610254535,-0.007935397718979784
2019-01-14 00:00:00+00:00,-0.015321081906069442,0.023566368963595784,-0.032802116312112016,0.0056286980484062206,0.0032739261865241177,0.3534261285068786,-0.004104016009028859,-0.001146837253493795,0.004571881843281769,0.014096938264916184,-0.006795787876110468,0.00997797182721313,8.554721558038799e-05
2019-01-15 00:00:00+00:00,0.15677025604513903,0.01231246740922578,-0.08460998762942111,0.02091519432257693,-0.006608693158942446,0.4579097702556283,0.007161024477223172,-0.04846431395040143,-0.020591368911451878,-0.008955848720211422,0.013188762261610372,-0.0024121948934574923,-0.004094120911121319
2019-01-16 00:00:00+00:00,-0.05175728322006386,-0.02773891255772061,-0.1156760112096638,0.031701055514636665,0.012914274704127536,0.42268861208014075,0.0032405592550084775,-0.030843349908783523,-0.003188833565639092,0.003144214653043497,0.0030877554130039056,-0.0037556390037007123,-0.002944839943409935
2019-01-17 00:00:00+00:00,-0.1768854465330654,-0.023619233489521368,-0.011986564595527818,0.006614244376589708,-0.006903589324235191,0.2809482496870777,0.06335251274328098,-0.05060243536511157,0.0547230326466461,0.019033111971478032,-0.01587257393138599,-0.0022820465493131933,-0.00797024615967284
2019-01-18 00:00:00+00:00,-0.0998127876496469,0.007706791885213984,0.02000534115545932,0.012369463266644135,-0.007792563091810075,0.2799304135788172,-0.02063045401968954,0.035294237877929416,-0.01482854408800521,0.01724749863031356,-0.004102312310555963,-0.007589505755159614,-0.0035465324650101825
2019-01-19 00:00:00+00:00,-0.21588267858788054,-0.003294042110624273,0.03487371608876274,0.018895265721472543,0.007862208093803422,0.10729214991810025,-0.016375400330553156,0.07356282897006568,0.0033399620713074354,0.032062531577282505,0.0013575769558813238,-0.007869398209776937,0.018393168004924233
2019-01-21 00:00:00+00:00,-0.07358617921819612,0.00978758686679212,-0.11561119911600272,0.0017031037881594913,0.024437749602130156,0.0004907779115473706,-0.011636187774673871,0.027250476549557312,0.026545897175479227,0.020331908558138625,-0.013110319270643876,-0.00171320864696158,0.008869624068683633
2019-01-22 00:00:00+00:00,-0.10224857137502832,0.018188833833378847,0.09916045424410762,0.004939885267720846,-0.0033359233083913678,0.0229100584265615,-0.06851718946905896,0.05953743481254563,-0.04185178065098426,-0.026506264319196973,-0.002087660283397108,-0.02021670094254177,-0.004626455080197454
2019-01-23 00:00:00+00:00,0.15186099826356103,0.016745576724868972,0.04116625056804995,-0.026202731690337183,-0.015292116346657576,0.32288874307951676,0.02668302064895204,0.011203659614787967,-0.00036155421040494676,0.0024190301638871356,-0.01129742153043565,-0.002117142117105315,-0.004746666386263925
2019-01-24 00:00:00+00:00,-0.037229250842841934,-0.0009702523530422067,0.034928821185569246,-0.024733909899690223,-0.011186261889980462,0.16720370194046613,0.04157630773647153,-0.007081425854507022,-0.03216917948219125,0.008394884196069758,0.006061667295428915,9.564199819003202e-05,0.00036847889094373284
2019-01-25 00:00:00+00:00,-0.0551284564269282,0.006816435221039308,-0.006031405417405188,0.004059385866628761,0.0003036068812355088,0.43968484533103197,0.009384798440479326,0.012108298155300864,-0.01854468576505336,0.010030285415544878,0.0012595809225446372,-0.001025415005043778,-0.0036395958601128427
2019-01-26 00:00:00+00:00,-0.1337397524465598,0.0010840636890000427,0.040999628353610394,0.013222616023627516,-0.008829687296351375,0.09554033443674137,-0.022731881849447966,-0.028244511698802745,-0.05380434060688693,0.008205286582489903,0.020784640795287822,-0.010438382525040363,-0.0005536490477481854
2019-01-28 00:00:00+00:00,-0.03768893188588416,0.02124011357680642,0.1938871200461613,0.004982777314185309,-0.024122569188222816,-0.06772071502813377,-0.0591971992883823,-0.0005238363821014927,0.012167465365786206,0.02261709479244729,0.002077844767470052,-0.0009068309993360565,0.0017613781902724778
2019-01-29 00:00:00+00:00,0.10154399121892886,0.02703900890771856,-0.0410956895107341,-0.0003449614022733789,0.01062188707869618,-0.019440610034427555,-0.07235853741479807,-0.0740264215981746,0.014153634821060706,-0.005854037521921692,-0.007488463728193356,-0.013168322850039367,-0.010190745280930176
2019-01-30 00:00:00+00:00,0.09293470335570557,-0.023743981429321395,-0.05192308392906855,-0.018367646816243297,0.003253459197682944,0.3115075954273666,-0.02109014648341233,-0.044810991676345564,0.003770414117984282,-0.017795109909395875,-0.023374028479593006,-0.006037371211162019,0.00041175960310923507
2019-01-31 00:00:00+00:00,-0.1044520641152822,-0.05596635963263133,0.035448105488048824,-0.014640760779877405,-0.011751726736240723,-0.1251310303632673,-0.09534697697476346,0.01637400795729313,-0.0029872694422332013,0.016868765442155938,0.0019808771177982245,-0.011910110532706922,-0.0008141593137671884
2019-02-01 00:00:00+00:00,-0.1614760421032928,0.011693208793680795,0.05384792801613284,-0.013639493685866245,-0.007783041995325524,-0.0617392397491039,-0.13862888295598264,-0.06110110051688349,0.005954354033135349,-0.002604843529677481,0.007510772100716801,-0.010290297847009593,-0.00608600449142158
2019-02-02 00:00:00+00:00,-0.2385996967160749,0.029370918898813922,-0.048307356016565696,0.026679410816998032,-0.03923245845644256,-0.06282362002977673,-0.0898196537235036,0.012437824427379876,-0.035111397741874904,-0.0008996262796026101,0.013128202428243422,-0.010995858001446635,-0.004883182893350591
2019-02-04 00:00:00+00:00,-0.16962757332119882,0.007681925909827705,0.034142669210331565,0.010316384604070477,-0.005838732540671622,0.018321069728640272,-0.10701120370250433,0.008753719858105882,0.021787238275354386,0.017882243046467013,-0.021574441433162443,0.00959881448264814,0.00782287197573633
2019-02-05 00:00:00+00:00,-0.11232517930183292,0.018162132028495908,-0.0005353999684336101,0.0019838794211542855,0.004544893250812988,0.08032947160773532,-0.048433672755395576,0.1682496459977668,0.04428093292110526,-0.003280028510948133,-0.03485312930458639,0.003193621113468436,-0.01824336954303083
2019-02-06 00:00:00+00:00,-0.31905120407901283,0.03220164209702912,0.038114059985794424,-0.008686177073022088,-0.00634321558056562,-0.06537380466804807,-0.09198591834482057,0.15969485243676879,0.00026207167293502303,0.012112964026444037,-0.022254018760695517,-0.012754975707971907,-0.013719166735888806
2019-02-07 00:00:00+00:00,-0.07016748103860149,0.03805390607602616,0.08462725060711639,0.006122809310845433,0.0039518459737116355,-0.021915744599838954,-0.053136324339747805,0.017492296184916867,-0.03948978485507856,0.0140236519618261,0.011709133768596405,-0.01138359692868335,0.002760441819331238
