utc_datetime,dji,dxy,ftxin25,hyg,n225,ndx,spvixstr,spx,topx,vix
2022-06-11 00:00:00+00:00,31392.79,104.19,15224.57,75.63,27824.29,11832.821,9.87,3900.86,1943.09,27.75
2022-06-12 00:00:00+00:00,,,,,,11832.821,,,,
2022-06-13 00:00:00+00:00,,104.465,,,,,,,,
2022-06-14 00:00:00+00:00,30516.74,105.133,14621.83,73.1,26987.44,11288.318,11.22,3749.63,1901.06,34.02
2022-06-15 00:00:00+00:00,30364.83,105.298,14613.47,73.58,26629.86,11311.686,10.85,3735.48,1878.45,32.69
2022-06-16 00:00:00+00:00,30668.53,104.803,14905.63,75.01,26326.16,11593.771,10.25,3789.99,1855.93,29.62
2022-06-17 00:00:00+00:00,29927.07,103.888,14491.26,73.82,26431.2,11127.573,10.89,3666.77,1867.81,32.95
2022-06-18 00:00:00+00:00,29888.78,104.65,14716.4,74.05,25963.0,11265.988,10.55,3674.84,1835.9,31.13
2022-06-19 00:00:00+00:00,,,,,,11265.988,,,,
2022-06-20 00:00:00+00:00,,104.695,,,,,,,,
2022-06-21 00:00:00+00:00,,104.445,14770.96,,25771.22,,,,1818.94,31.03
2022-06-22 00:00:00+00:00,30530.25,104.432,15029.55,74.0,26246.31,11546.757,10.35,3764.79,1856.2,30.19
2022-06-23 00:00:00+00:00,30483.13,104.225,14601.43,73.98,26149.55,11527.712,9.92,3759.89,1852.65,28.95
2022-06-24 00:00:00+00:00,30677.36,104.403,14867.52,74.51,26171.25,11697.676,9.93,3795.73,1851.74,29.05
2022-06-25 00:00:00+00:00,31500.68,104.121,15237.39,75.04,26491.97,12105.848,9.76,3911.74,1866.72,27.23
2022-06-26 00:00:00+00:00,,,,,,12105.848,,,,
2022-06-27 00:00:00+00:00,,104.026,,,,,,,,
2022-06-28 00:00:00+00:00,31438.26,103.972,15600.25,74.58,26871.27,12008.243,9.43,3900.11,1887.42,26.95
2022-06-29 00:00:00+00:00,30946.99,104.473,15680.54,73.76,27049.47,11637.769,9.72,3821.55,1907.38,28.36
2022-06-30 00:00:00+00:00,31029.31,105.063,15276.91,73.65,26804.6,11658.263,9.73,3818.83,1893.57,28.16
2022-07-01 00:00:00+00:00,30775.43,104.756,15188.67,73.61,26393.04,11503.717,9.82,3785.38,1870.82,28.71
2022-07-02 00:00:00+00:00,31097.26,105.12,,73.98,25935.62,11585.676,9.57,3825.33,1845.04,26.7
2022-07-03 00:00:00+00:00,,,,,,11585.676,,,,
2022-07-04 00:00:00+00:00,,105.055,,,,,,,,
2022-07-05 00:00:00+00:00,,105.127,15219.57,,26153.81,,,,1869.71,27.53
2022-07-06 00:00:00+00:00,30967.82,106.538,15243.63,73.91,26423.47,11779.905,9.58,3831.39,1879.12,27.54
2022-07-07 00:00:00+00:00,31037.68,107.069,15062.75,73.63,26107.65,11852.588,9.42,3845.08,1855.97,26.73
2022-07-08 00:00:00+00:00,31384.55,107.002,15013.6,74.83,26490.53,12109.053,9.32,3902.62,1882.33,26.08
2022-07-09 00:00:00+00:00,31338.15,106.895,15056.95,74.89,26517.19,12125.691,9.12,3899.38,1887.43,24.64
2022-07-10 00:00:00+00:00,,,,,,12125.691,,,,
2022-07-11 00:00:00+00:00,,107.077,,,,,,,,
2022-07-12 00:00:00+00:00,31173.84,108.16,14550.52,74.47,26812.3,11860.281,9.41,3854.43,1914.66,26.17
2022-07-13 00:00:00+00:00,30981.33,108.208,14266.48,74.77,26336.66,11744.986,9.46,3818.8,1883.3,27.29
2022-07-14 00:00:00+00:00,30772.79,108.27,14230.73,74.69,26478.77,11728.527,9.32,3801.78,1888.85,26.82
2022-07-15 00:00:00+00:00,30630.17,108.573,14212.74,74.55,26643.39,11768.395,9.34,3790.38,1893.13,26.4
2022-07-16 00:00:00+00:00,31288.26,107.983,13846.74,75.5,26788.47,11983.624,8.86,3863.16,1892.5,24.23
2022-07-17 00:00:00+00:00,,,,,,,,,,
2022-07-18 00:00:00+00:00,,107.857,,,,,,,,
2022-07-19 00:00:00+00:00,31072.61,107.439,14243.88,74.77,,11877.5,9.14,3830.85,,25.3
2022-07-20 00:00:00+00:00,31827.05,106.678,14100.59,75.76,26961.68,12249.42,9.01,3936.69,1902.79,24.5
2022-07-21 00:00:00+00:00,31874.84,107.069,14280.2,76.09,27680.26,12439.682,8.75,3959.9,1946.44,23.88
2022-07-22 00:00:00+00:00,32036.9,106.613,14131.84,76.99,27803.0,12619.409,8.58,3998.95,1950.59,23.11
2022-07-23 00:00:00+00:00,31899.29,106.545,14162.2,76.89,27914.66,12396.467,8.51,3961.63,1955.97,23.03
2022-07-24 00:00:00+00:00,,,,,,12396.467,,,,
2022-07-25 00:00:00+00:00,,106.706,,,,,,,,
2022-07-26 00:00:00+00:00,31990.04,106.432,14066.27,76.87,27699.25,12328.412,8.42,3966.84,1943.21,23.36
2022-07-27 00:00:00+00:00,31761.54,107.144,14318.64,76.33,27655.21,12086.896,8.65,3921.05,1943.17,24.69
2022-07-28 00:00:00+00:00,32197.59,106.36,14120.47,77.17,27715.75,12601.47,8.35,4023.61,1945.75,23.24
2022-07-29 00:00:00+00:00,32529.63,106.217,14076.85,77.96,27815.48,12717.871,7.93,4072.43,1948.85,22.33
2022-07-30 00:00:00+00:00,32845.13,105.828,13618.49,78.19,27801.64,12947.975,7.86,4130.29,1940.31,21.33
2022-07-31 00:00:00+00:00,,,,,,12947.975,,,,
2022-08-01 00:00:00+00:00,,105.981,,,,,,,,
2022-08-02 00:00:00+00:00,32798.4,105.364,13599.59,77.91,27993.35,12940.783,8.11,4118.63,1960.11,22.84
2022-08-03 00:00:00+00:00,32396.17,106.444,13234.07,77.55,27594.73,12901.601,8.21,4091.19,1925.49,23.93
2022-08-04 00:00:00+00:00,32812.5,106.481,13319.07,78.23,27741.9,13253.259,7.79,4155.17,1930.77,21.95
2022-08-05 00:00:00+00:00,32726.82,105.708,13605.72,78.44,27932.2,13311.041,7.82,4151.94,1930.73,21.44
2022-08-06 00:00:00+00:00,32803.47,106.577,13614.58,78.04,28175.87,13207.692,7.64,4145.19,1947.17,21.15
2022-08-07 00:00:00+00:00,,,,,,13207.692,,,,
2022-08-08 00:00:00+00:00,,106.655,,,,,,,,
2022-08-09 00:00:00+00:00,32832.54,106.328,13427.6,78.11,28249.24,13159.161,7.68,4140.06,1951.41,21.29
2022-08-10 00:00:00+00:00,32774.41,106.351,13378.18,77.53,27999.96,13008.165,7.74,4122.47,1937.02,21.77
2022-08-11 00:00:00+00:00,33309.51,105.229,13023.4,78.69,27819.33,13378.321,7.28,4210.24,1933.65,19.74
2022-08-12 00:00:00+00:00,33336.67,105.131,13422.87,78.24,,13291.986,7.35,4207.27,,20.2
2022-08-13 00:00:00+00:00,33761.05,105.674,13504.24,78.94,28546.98,13565.872,7.27,4280.15,1973.18,19.53
2022-08-14 00:00:00+00:00,,,,,,13565.872,,,,
2022-08-15 00:00:00+00:00,,105.701,,,,,,,,
2022-08-16 00:00:00+00:00,33912.44,106.483,13401.82,78.8,28871.78,13667.18,7.13,4297.14,1984.96,19.95
2022-08-17 00:00:00+00:00,34152.01,106.487,13217.54,78.43,28868.91,13635.21,7.2,4305.2,1981.96,19.69
2022-08-18 00:00:00+00:00,33980.32,106.647,13314.72,77.62,29222.77,13470.857,7.15,4274.04,2006.99,19.9
2022-08-19 00:00:00+00:00,33999.04,107.491,13210.14,77.74,28942.14,13505.991,7.06,4283.74,1990.5,19.56
2022-08-20 00:00:00+00:00,33706.74,108.103,13208.99,76.95,28930.33,13242.901,7.4,4228.48,1994.52,20.6
2022-08-21 00:00:00+00:00,,,,,,13242.901,,,,
2022-08-22 00:00:00+00:00,,108.159,,,,,,,,
2022-08-23 00:00:00+00:00,33063.61,108.995,13217.12,76.08,28794.5,12890.538,7.9,4137.99,1992.59,23.8
2022-08-24 00:00:00+00:00,32909.59,108.556,13142.93,76.27,28452.75,12881.789,7.76,4128.73,1971.44,24.11
2022-08-25 00:00:00+00:00,32969.23,108.637,12976.16,76.36,28313.47,12917.864,7.48,4140.77,1967.18,22.82
2022-08-26 00:00:00+00:00,33291.78,108.484,13587.38,77.08,28479.01,13143.583,7.27,4199.12,1976.6,21.78
2022-08-27 00:00:00+00:00,32283.4,108.836,13737.84,75.81,28641.38,12605.166,7.98,4057.66,1979.59,25.56
2022-08-28 00:00:00+00:00,,,,,,12605.166,,,,
2022-08-29 00:00:00+00:00,,109.182,,,,,,,,
2022-08-30 00:00:00+00:00,32098.99,108.653,13651.51,75.52,27878.96,12484.322,7.93,4030.61,1944.1,26.21
2022-08-31 00:00:00+00:00,31790.87,108.76,13605.51,74.94,28195.58,12342.698,8.06,3986.16,1968.38,26.21
2022-09-01 00:00:00+00:00,31510.43,108.859,13634.31,74.53,28091.53,12272.031,7.89,3955.0,1963.16,25.87
2022-09-02 00:00:00+00:00,31656.42,109.599,13387.8,74.36,27661.47,12274.625,7.83,3966.85,1935.49,25.56
2022-09-03 00:00:00+00:00,31318.44,109.609,13250.92,74.31,27650.84,12098.443,7.9,3924.26,1930.17,25.47
2022-09-04 00:00:00+00:00,,,,,,12098.443,,,,
2022-09-05 00:00:00+00:00,,110.026,,,,,,,,
2022-09-06 00:00:00+00:00,,109.597,13039.53,,27619.61,,,,1928.79,25.99
2022-09-07 00:00:00+00:00,31145.3,110.341,13060.79,74.11,27626.51,12011.314,8.1,3908.19,1926.58,26.91
2022-09-08 00:00:00+00:00,31581.28,109.691,12950.96,75.18,27430.3,12259.387,7.63,3979.87,1915.65,24.64
2022-09-09 00:00:00+00:00,31774.52,109.52,12810.63,75.51,28065.28,12321.194,7.5,4006.18,1957.62,23.61
2022-09-10 00:00:00+00:00,32151.71,108.973,13217.35,75.81,28214.75,12588.292,7.44,4067.36,1965.53,22.79
2022-09-11 00:00:00+00:00,,,,,,12588.292,,,,
2022-09-12 00:00:00+00:00,,108.759,,,,,,,,
2022-09-13 00:00:00+00:00,32381.34,108.221,,76.04,28542.11,12739.722,7.4,4110.41,1980.22,23.87
2022-09-14 00:00:00+00:00,31104.97,109.83,13092.27,74.31,28614.63,12033.62,8.08,3932.69,1986.57,27.27
2022-09-15 00:00:00+00:00,31135.09,109.597,12740.22,74.45,27818.62,12134.399,8.05,3946.01,1947.46,26.16
2022-09-16 00:00:00+00:00,30961.82,109.801,12832.02,73.95,27875.91,11927.487,8.02,3901.35,1950.43,26.27
2022-09-17 00:00:00+00:00,30822.42,109.643,12590.94,74.2,27567.65,11861.376,7.99,3873.33,1938.56,26.3
2022-09-18 00:00:00+00:00,,,,,,11861.376,,,,
2022-09-19 00:00:00+00:00,,109.551,,,,,,,,
2022-09-20 00:00:00+00:00,31019.68,109.541,12402.81,74.48,,11953.275,7.78,3899.89,,25.76
2022-09-21 00:00:00+00:00,30706.23,110.172,12569.08,73.72,27688.42,11851.537,8.04,3855.93,1947.27,27.16
2022-09-22 00:00:00+00:00,30183.78,111.473,12300.92,73.5,27313.13,11637.791,8.28,3789.93,1920.8,27.99
2022-09-23 00:00:00+00:00,30076.68,111.226,12126.64,73.06,27153.83,11501.647,8.25,3757.99,1916.12,27.35
2022-09-24 00:00:00+00:00,29590.41,113.023,11914.53,72.13,,11311.244,8.76,3693.23,,29.92
2022-09-25 00:00:00+00:00,,,,,,11311.244,,,,
2022-09-26 00:00:00+00:00,,113.139,,,,,,,,
2022-09-27 00:00:00+00:00,29260.81,113.881,11990.46,71.28,26431.55,11254.112,9.06,3655.04,1864.28,32.26
2022-09-28 00:00:00+00:00,29134.99,114.147,12034.25,71.13,26571.87,11271.75,9.2,3647.29,1873.01,32.6
2022-09-29 00:00:00+00:00,29683.74,113.048,11648.85,72.4,26173.98,11493.827,8.8,3719.04,1855.15,30.18
2022-09-30 00:00:00+00:00,29225.61,111.803,11575.53,71.72,26422.05,11164.78,9.09,3640.47,1868.8,31.84
2022-10-01 00:00:00+00:00,28725.51,112.173,11569.76,71.39,25937.21,10971.222,9.27,3585.62,1835.94,31.62
2022-10-02 00:00:00+00:00,,,,,,10971.222,,,,
2022-10-03 00:00:00+00:00,,112.228,,,,,,,,
2022-10-04 00:00:00+00:00,29490.89,111.571,11462.13,71.97,26215.79,11229.727,8.86,3678.43,1847.58,30.1
2022-10-05 00:00:00+00:00,30316.32,110.186,,73.52,26992.21,11582.539,8.53,3790.93,1906.89,29.07
2022-10-06 00:00:00+00:00,30273.87,110.929,12211.32,73.23,27120.53,11573.182,8.58,3783.28,1912.92,28.55
2022-10-07 00:00:00+00:00,29926.94,112.26,12128.34,73.01,27311.3,11485.504,8.84,3744.52,1922.47,30.52
2022-10-08 00:00:00+00:00,29296.79,112.747,11885.48,72.12,27116.11,11039.469,9.2,3639.66,1906.8,31.36
2022-10-09 00:00:00+00:00,,,,,,11039.469,,,,
2022-10-10 00:00:00+00:00,,112.817,,,,,,,,
2022-10-11 00:00:00+00:00,29202.88,113.067,11511.27,71.24,,10926.966,9.44,3612.39,,32.45
2022-10-12 00:00:00+00:00,29239.19,113.345,11185.3,71.46,26401.25,10791.348,9.59,3588.84,1871.24,33.63
2022-10-13 00:00:00+00:00,29210.85,113.235,11127.34,71.58,26396.83,10785.615,9.46,3577.03,1869.0,33.57
2022-10-14 00:00:00+00:00,30038.72,112.583,10857.95,71.7,26237.42,11033.581,9.21,3669.91,1854.61,31.94
2022-10-15 00:00:00+00:00,29634.83,113.299,11006.0,72.09,27090.76,10692.058,9.4,3583.07,1898.19,32.02
2022-10-16 00:00:00+00:00,,,,,,,,,,
2022-10-17 00:00:00+00:00,,113.06,,,,,,,,
2022-10-18 00:00:00+00:00,30185.82,112.082,10965.7,72.39,26775.79,11062.532,9.19,3677.95,1879.56,31.37
2022-10-19 00:00:00+00:00,30523.8,111.967,11188.94,72.9,27156.14,11147.736,8.98,3719.98,1901.44,30.5
2022-10-20 00:00:00+00:00,30423.81,112.977,10839.21,72.2,27257.38,11103.377,9.05,3695.16,1905.06,30.76
2022-10-21 00:00:00+00:00,30333.59,112.929,10564.12,71.8,27006.96,11046.706,8.93,3665.78,1895.41,29.98
2022-10-22 00:00:00+00:00,31082.56,111.876,10561.96,72.49,26890.58,11310.332,8.93,3752.75,1881.98,29.69
2022-10-23 00:00:00+00:00,,,,,,11310.332,,,,
2022-10-24 00:00:00+00:00,,111.864,,,,,,,,
2022-10-25 00:00:00+00:00,31499.62,111.867,9692.41,72.54,26974.9,11430.262,8.76,3797.34,1887.19,29.85
2022-10-26 00:00:00+00:00,31836.74,110.943,9833.55,73.24,27250.28,11669.993,8.43,3859.11,1907.14,28.46
2022-10-27 00:00:00+00:00,31839.11,109.571,9881.6,73.44,27431.84,11405.896,8.23,3830.6,1918.21,27.28
2022-10-28 00:00:00+00:00,32033.28,110.551,9943.68,73.98,27345.24,11191.63,8.07,3807.3,1905.56,27.39
2022-10-29 00:00:00+00:00,32861.8,110.668,9519.99,74.55,27105.2,11546.206,7.89,3901.06,1899.05,25.75
2022-10-30 00:00:00+00:00,,,,,,11546.206,,,,
2022-10-31 00:00:00+00:00,,110.811,,,,,,,,
2022-11-01 00:00:00+00:00,32732.95,111.548,9324.89,73.43,27587.46,11405.569,7.77,3871.98,1929.43,25.88
2022-11-02 00:00:00+00:00,32653.2,111.489,9878.23,73.59,27678.92,11288.953,7.67,3856.1,1938.5,25.81
2022-11-03 00:00:00+00:00,32147.76,112.149,10117.79,72.92,27663.39,10906.343,7.9,3759.69,1940.46,25.86
2022-11-04 00:00:00+00:00,32001.25,112.977,9753.39,72.4,,10690.599,7.7,3719.89,,25.3
2022-11-05 00:00:00+00:00,32403.22,110.788,10430.33,72.9,27199.74,10857.027,7.64,3770.55,1915.4,24.55
2022-11-06 00:00:00+00:00,,,,,,10857.027,,,,
2022-11-07 00:00:00+00:00,,111.096,,,,,,,,
2022-11-08 00:00:00+00:00,32827.0,110.221,10732.79,72.89,27527.64,10976.999,7.53,3806.8,1934.09,24.35
2022-11-09 00:00:00+00:00,33160.83,109.611,10642.61,72.82,27872.11,11059.497,7.76,3828.11,1957.56,25.54
2022-11-10 00:00:00+00:00,32513.94,110.442,10483.72,71.95,27716.43,10797.55,8.0,3748.57,1949.49,26.09
2022-11-11 00:00:00+00:00,33715.37,108.086,10248.53,74.19,27446.1,11605.956,7.56,3956.37,1936.66,23.53
2022-11-12 00:00:00+00:00,33747.86,106.416,11198.4,74.45,28263.57,11817.009,7.47,3992.93,1977.76,22.52
2022-11-13 00:00:00+00:00,,,,,,11817.009,,,,
2022-11-14 00:00:00+00:00,,106.718,,,,,,,,
2022-11-15 00:00:00+00:00,33536.7,106.945,11374.26,73.9,27963.47,11700.94,7.46,3957.25,1956.9,23.73
2022-11-16 00:00:00+00:00,33592.92,106.571,11966.14,74.55,27990.17,11871.148,7.57,3991.73,1964.22,24.54
2022-11-17 00:00:00+00:00,33553.83,106.269,11897.39,74.39,28028.3,11699.087,7.37,3958.79,1963.29,24.11
2022-11-18 00:00:00+00:00,33546.32,106.683,11671.67,74.07,27930.57,11676.857,7.28,3946.56,1966.28,23.93
2022-11-19 00:00:00+00:00,33745.69,106.969,11676.72,74.23,27899.77,11677.017,7.21,3965.34,1967.03,23.12
2022-11-20 00:00:00+00:00,,,,,,11677.017,,,,
2022-11-21 00:00:00+00:00,,106.919,,,,,,,,
2022-11-22 00:00:00+00:00,33700.28,107.775,11425.73,74.2,27944.79,11553.451,7.02,3949.94,1972.57,22.36
2022-11-23 00:00:00+00:00,34098.1,107.152,11227.21,74.74,28115.74,11724.837,6.78,4003.58,1994.75,21.29
2022-11-24 00:00:00+00:00,34194.06,106.097,11338.73,75.16,,11838.715,6.63,4027.26,,20.35
2022-11-25 00:00:00+00:00,,105.87,11418.73,,28383.09,11838.715,,,2018.8,20.42
2022-11-26 00:00:00+00:00,34347.03,106.062,11371.36,75.01,28283.03,11756.034,6.66,4026.12,2018.0,20.5
2022-11-27 00:00:00+00:00,,,,,,11756.034,,,,
2022-11-28 00:00:00+00:00,,106.341,,,,,,,,
2022-11-29 00:00:00+00:00,33849.46,106.664,11160.3,74.22,28162.83,11587.752,6.92,3963.94,2004.31,22.21
2022-11-30 00:00:00+00:00,33852.53,106.835,11912.64,74.54,28027.84,11503.451,6.81,3957.63,1992.97,21.89
2022-12-01 00:00:00+00:00,34589.77,105.873,12178.2,75.66,27968.99,12030.06,6.56,4080.11,1985.57,20.58
2022-12-02 00:00:00+00:00,34395.01,104.732,12237.31,75.62,28226.08,12041.895,6.43,4076.57,1986.46,19.84
2022-12-03 00:00:00+00:00,34429.88,104.506,12221.66,75.56,27777.9,11994.26,6.32,4071.7,1953.98,19.06
2022-12-04 00:00:00+00:00,,,,,,11994.26,,,,
2022-12-05 00:00:00+00:00,,104.481,,,,,,,,
2022-12-06 00:00:00+00:00,33947.1,105.292,12928.6,74.84,27820.4,11786.8,6.45,3998.84,1947.9,20.75
2022-12-07 00:00:00+00:00,33596.34,105.564,12786.62,74.57,27885.87,11549.685,6.62,3941.26,1950.22,22.17
2022-12-08 00:00:00+00:00,33597.92,105.165,12323.58,74.98,27686.4,11497.392,6.73,3933.92,1948.31,22.68
2022-12-09 00:00:00+00:00,33781.48,104.788,12832.11,75.04,27574.43,11637.495,6.59,3963.51,1941.5,22.29
2022-12-10 00:00:00+00:00,33476.46,104.932,13161.51,75.04,27901.01,11563.326,6.74,3934.38,1961.56,22.83
2022-12-11 00:00:00+00:00,,,,,,11563.326,,,,
2022-12-12 00:00:00+00:00,,105.055,,,,,,,,
2022-12-13 00:00:00+00:00,34005.04,105.0,12746.13,75.33,27842.33,11706.439,6.71,3990.56,1957.33,25.0
2022-12-14 00:00:00+00:00,34108.64,104.011,12761.08,76.11,27954.85,11834.205,6.41,4019.65,1965.68,22.55
2022-12-15 00:00:00+00:00,33966.35,103.662,12878.32,75.68,28156.21,11740.924,6.19,3995.32,1977.42,21.14
2022-12-16 00:00:00+00:00,33202.22,104.586,12641.36,75.0,28051.7,11345.216,6.59,3895.75,1973.9,22.83
2022-12-17 00:00:00+00:00,32920.46,104.837,12732.83,74.6,27527.12,11243.721,6.61,3852.36,1950.21,22.62
2022-12-18 00:00:00+00:00,,,,,,11243.721,,,,
2022-12-19 00:00:00+00:00,,104.806,,,,,,,,
2022-12-20 00:00:00+00:00,32757.54,104.666,12679.78,74.22,27237.64,11084.594,6.44,3817.66,1935.41,22.42
2022-12-21 00:00:00+00:00,32849.74,103.971,12433.56,74.03,26568.03,11072.425,6.41,3821.62,1905.59,21.48
2022-12-22 00:00:00+00:00,33376.48,104.241,12501.43,74.66,26387.72,11235.88,6.17,3878.44,1893.32,20.07
2022-12-23 00:00:00+00:00,33027.49,104.393,12918.44,74.2,26507.87,10956.144,6.5,3822.39,1908.17,21.97
2022-12-24 00:00:00+00:00,33203.93,104.325,12797.25,74.39,26235.25,10985.447,6.34,3844.82,1897.94,20.87
2022-12-25 00:00:00+00:00,,,,,,10985.447,,,,
2022-12-26 00:00:00+00:00,,104.325,,,,,,,,
2022-12-27 00:00:00+00:00,,,,,26405.87,,,,1902.52,
2022-12-28 00:00:00+00:00,33241.56,104.208,,73.62,26447.87,10822.514,6.3,3829.25,1910.15,21.65
2022-12-29 00:00:00+00:00,32875.71,104.46,13053.61,72.63,26340.5,10679.345,6.31,3783.22,1909.02,22.14
2022-12-30 00:00:00+00:00,33220.8,103.984,12917.48,73.57,26093.67,10951.048,6.23,3849.28,1895.27,21.44
2022-12-31 00:00:00+00:00,33147.25,103.494,12939.91,73.63,26094.5,10939.762,6.22,3839.5,1891.71,21.67
2023-01-01 00:00:00+00:00,,,,,,10939.762,,,,
2023-01-02 00:00:00+00:00,,103.494,,,,,,,,
2023-01-03 00:00:00+00:00,,,,,,,,,,
2023-01-04 00:00:00+00:00,33136.37,104.65,13199.67,73.77,,10862.637,6.16,3824.14,,22.9
2023-01-05 00:00:00+00:00,33269.77,104.23,13715.07,74.62,25716.86,10914.801,5.99,3852.97,1868.15,22.01
2023-01-06 00:00:00+00:00,32930.08,105.131,13914.83,74.47,25820.8,10741.217,6.04,3808.1,1868.9,22.46
2023-01-07 00:00:00+00:00,33630.61,103.911,13866.44,75.53,25973.85,11040.354,5.9,3895.08,1875.76,21.13
2023-01-08 00:00:00+00:00,,,,,,11040.354,,,,
2023-01-09 00:00:00+00:00,,103.742,,,,,,,,
2023-01-10 00:00:00+00:00,33517.65,103.175,14199.01,75.8,,11108.445,5.93,3892.09,,21.97
2023-01-11 00:00:00+00:00,33704.1,103.288,14150.21,75.71,26175.56,11205.78,5.68,3919.25,1880.88,20.58
2023-01-12 00:00:00+00:00,33973.01,103.179,14281.01,76.21,26446.0,11402.525,5.72,3969.61,1901.25,21.09
2023-01-13 00:00:00+00:00,34189.97,102.289,14255.17,76.64,26449.82,11459.613,5.42,3983.17,1908.18,18.83
2023-01-14 00:00:00+00:00,34302.61,102.18,14460.34,76.64,26119.52,11541.482,5.3,3999.09,1903.08,18.35
2023-01-15 00:00:00+00:00,,,,,,11541.482,,,,
2023-01-16 00:00:00+00:00,,102.264,,,,,,,,
2023-01-17 00:00:00+00:00,,102.304,14407.83,,25822.32,,,,1886.31,19.49
2023-01-18 00:00:00+00:00,33910.85,102.383,14301.58,76.38,26138.68,11557.186,5.35,3990.97,1902.89,19.36
2023-01-19 00:00:00+00:00,33296.96,102.395,14354.69,76.47,26791.12,11410.286,5.54,3928.86,1934.93,20.34
2023-01-20 00:00:00+00:00,33044.56,102.066,14278.35,76.02,26405.23,11295.67,5.55,3898.85,1915.62,20.52
2023-01-21 00:00:00+00:00,33375.49,101.992,14637.66,76.17,26553.53,11619.027,5.39,3972.61,1926.87,19.85
2023-01-22 00:00:00+00:00,,,,,,11619.027,,,,
2023-01-23 00:00:00+00:00,,101.914,,,,,,,,
2023-01-24 00:00:00+00:00,33629.56,102.018,,76.16,26906.04,11872.544,5.31,4019.81,1945.38,19.81
2023-01-25 00:00:00+00:00,33733.96,101.916,,76.21,27299.19,11846.645,5.11,4016.95,1972.92,19.2
2023-01-26 00:00:00+00:00,33743.84,101.598,,76.2,27395.01,11814.687,5.11,4016.22,1980.69,19.08
2023-01-27 00:00:00+00:00,33949.41,101.795,15038.49,76.39,27362.75,12051.48,5.05,4060.43,1978.4,18.73
2023-01-28 00:00:00+00:00,33978.08,101.922,15167.57,76.16,27382.56,12166.601,4.96,4070.56,1982.66,18.51
2023-01-29 00:00:00+00:00,,,,,,12166.601,,,,
2023-01-30 00:00:00+00:00,,101.896,,,,,,,,
2023-01-31 00:00:00+00:00,33717.09,102.242,14572.05,75.74,27433.4,11912.386,5.11,4017.77,1982.4,19.94
2023-02-01 00:00:00+00:00,34086.04,102.1,14449.07,76.33,27327.11,12101.929,4.99,4076.6,1975.27,19.4
2023-02-02 00:00:00+00:00,34092.96,101.08,14741.73,76.76,27346.88,12363.104,4.83,4119.21,1972.23,17.87
2023-02-03 00:00:00+00:00,34053.94,101.726,14660.66,77.2,27402.05,12803.14,4.95,4179.76,1965.17,18.73
2023-02-04 00:00:00+00:00,33926.01,102.992,14402.49,76.39,27509.46,12573.361,4.98,4136.48,1970.26,18.33
2023-02-05 00:00:00+00:00,,,,,,12573.361,,,,
2023-02-06 00:00:00+00:00,,103.12,,,,,,,,
2023-02-07 00:00:00+00:00,33891.02,103.629,13996.5,75.9,27693.65,12464.515,5.11,4111.08,1979.22,19.43
2023-02-08 00:00:00+00:00,34156.69,103.339,14181.77,76.17,27685.47,12728.273,4.95,4164.0,1983.4,18.66
2023-02-09 00:00:00+00:00,33949.01,103.47,14093.65,75.85,27606.46,12495.377,5.15,4117.86,1983.97,19.63
2023-02-10 00:00:00+00:00,33699.88,103.19,14300.93,75.36,27584.35,12381.17,5.31,4081.5,1985.0,20.71
2023-02-11 00:00:00+00:00,33869.27,103.578,13908.58,74.78,27670.98,12304.917,5.37,4090.46,1986.96,20.53
2023-02-12 00:00:00+00:00,,,,,,12304.917,,,,
2023-02-13 00:00:00+00:00,,103.608,,,,,,,,
2023-02-14 00:00:00+00:00,34245.93,103.297,13960.4,74.97,27427.32,12502.313,5.17,4137.29,1977.67,20.34
2023-02-15 00:00:00+00:00,34089.27,103.269,13861.23,74.99,27602.77,12590.886,4.96,4136.13,1993.09,18.91
2023-02-16 00:00:00+00:00,34128.05,103.812,13698.83,74.87,27501.86,12687.894,4.87,4147.6,1987.74,18.23
2023-02-17 00:00:00+00:00,33696.85,104.101,13805.98,74.27,27696.44,12442.481,5.14,4090.41,2001.09,20.17
2023-02-18 00:00:00+00:00,33826.69,103.881,13607.86,74.56,27513.13,12358.185,5.16,4079.09,1991.93,20.02
2023-02-19 00:00:00+00:00,,,,,,12358.185,,,,
2023-02-20 00:00:00+00:00,,103.977,,,,,,,,
2023-02-21 00:00:00+00:00,,103.878,13780.41,,27531.94,,,,1999.71,21.23
2023-02-22 00:00:00+00:00,33129.59,104.173,13460.55,73.41,27473.1,12060.298,5.55,3997.34,1997.46,22.87
2023-02-23 00:00:00+00:00,33045.09,104.496,13299.4,73.89,27104.32,12066.272,5.39,3991.05,1975.25,22.29
2023-02-24 00:00:00+00:00,33153.91,104.585,13368.1,74.62,,12180.14,5.2,4012.32,,21.14
2023-02-25 00:00:00+00:00,32816.92,105.26,12979.0,74.17,27453.48,11969.652,5.4,3970.04,1988.4,21.67
2023-02-26 00:00:00+00:00,,,,,,11969.652,,,,
2023-02-27 00:00:00+00:00,,105.181,,,,,,,,
2023-02-28 00:00:00+00:00,32889.09,104.639,12921.63,74.67,27423.96,12057.788,5.21,3982.24,1992.78,20.95
2023-03-01 00:00:00+00:00,32656.7,104.954,12764.53,74.53,27445.56,12042.116,5.08,3970.15,1993.28,20.7
2023-03-02 00:00:00+00:00,32661.84,104.373,13441.83,73.87,27516.53,11938.567,5.15,3951.39,1997.81,20.58
